
Oct 08, 2018 18:34:40.13 NEW SESSION
Oct 23, 2018 11:15:13.61 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.62 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.63 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.65 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.68 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:13.70 [8832:7204:1023/111513.226:ERROR:in_progress_cache_impl.cc(192)] Cache is not initialized, cannot RetrieveEntry.
Oct 23, 2018 11:15:28.98 [8832:7636:1023/111528.984:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:15:53.70 [8832:7636:1023/111553.706:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:16:36.12 [8832:7204:1023/111636.120:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 23, 2018 11:16:50.07 [8832:7636:1023/111650.077:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:16:57.63 [8832:7204:1023/111657.635:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 23, 2018 11:17:39.63 [8832:7204:1023/111739.632:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 23, 2018 11:18:21.68 [8832:7636:1023/111821.688:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:19:33.14 [8832:7204:1023/111933.145:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 23, 2018 11:21:48.63 [8832:7636:1023/112148.631:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:22:19.62 [8832:7204:1023/112219.622:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 23, 2018 11:27:24.89 [8832:7636:1023/112724.897:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 23, 2018 11:27:24.91 [8832:7636:1023/112724.897:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -101
Oct 23, 2018 11:28:24.44 [8832:7636:1023/112824.447:ERROR:ssl_client_socket_impl.cc(1050)] handshake failed; returned -1, SSL error code 1, net_error -101
Oct 23, 2018 11:28:32.55 [8832:7636:1023/112832.554:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 11:31:28.65 [8832:7636:1023/113128.658:ERROR:shader_disk_cache.cc(257)] Failed to create shader cache entry: -2
Oct 23, 2018 11:38:32.55 [8832:7636:1023/113832.555:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 12:00:05.64 [8832:7636:1023/120005.641:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 12:00:29.59 [8832:7636:1023/120029.592:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 12:01:16.62 [8832:7636:1023/120116.622:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 12:02:51.14 [8832:7636:1023/120251.142:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 23, 2018 12:06:28.99 [8832:7636:1023/120628.989:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106

Oct 24, 2018 23:29:39.49 NEW SESSION
Oct 24, 2018 23:29:39.49 [13032:10388:1024/232939.495:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -105
Oct 24, 2018 23:29:46.65 [13032:10388:1024/232946.657:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 24, 2018 23:30:23.69 [13032:3440:1024/233023.697:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 24, 2018 23:30:41.76 [13032:10388:1024/233041.761:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 24, 2018 23:30:45.80 [13032:3440:1024/233045.805:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 24, 2018 23:31:34.36 [13032:3440:1024/233134.369:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
Oct 24, 2018 23:32:17.34 [13032:10388:1024/233217.343:ERROR:connection_factory_impl.cc(396)] Failed to connect to MCS endpoint with error -106
Oct 24, 2018 23:32:58.91 [13032:3440:1024/233258.910:ERROR:gcm_channel_status_request.cc(151)] GCM channel request failed.
